0.181116731,10.09211425
0.403227308,10.10272991
0.625571817,10.11336786
0.848150749,10.12402819
1.0709646,10.13471094
1.294013863,10.14541621
1.517299035,10.15614405
1.740820616,10.16689454
1.964579104,10.17766775
2.188575002,10.18846375
2.412808812,10.19928262
2.63728104,10.21012442
2.861992191,10.22098924
3.086942774,10.23187714
3.312133297,10.2427882
3.537564273,10.25372248
3.763236214,10.26468007
3.989149635,10.27566105
4.215305051,10.28666547
4.441702981,10.29769343
4.668343943,10.30874499
4.895228459,10.31982023
5.122357052,10.33091922
5.349730246,10.34204205
5.577348567,10.35318879
5.805212543,10.36435951
6.033322703,10.3755543
6.26167958,10.38677323
6.490283705,10.39801639
6.719135614,10.40928383
6.948235842,10.42057566
7.177584929,10.43189194
7.407183413,10.44323276
7.637031838,10.45459819
7.867130745,10.46598832
8.09748068,10.47740322
8.328082191,10.48884298
8.558935826,10.50030767
8.790042135,10.51179739
9.021401672,10.5233122
9.253014989,10.5348522
9.484882644,10.54641746
9.717005193,10.55800807
9.949383198,10.56962412
10.18201722,10.58126567
10.41490782,10.59293283
10.64805556,10.60462567
10.88146102,10.61634428
11.11512476,10.62808874
11.34904734,10.63985915
11.58322936,10.65165557
11.81767137,10.66347811
12.05237396,10.67532685
12.2873377,10.68720187
12.52256317,10.69910326
12.75805097,10.71103111
12.99380166,10.72298551
13.22981584,10.73496655
13.4660941,10.74697431
13.70263702,10.75900889
13.93944519,10.77107037
14.17651922,10.78315885
14.4138597,10.79527441
14.65146723,10.80741715
14.8893424,10.81958715
15.12748581,10.83178452
15.36589808,10.84400934
15.60457981,10.8562617
15.84353161,10.8685417
16.08275408,10.88084943
16.32224784,10.89318498
16.5620135,10.90554846
16.80205169,10.91793995
17.04236301,10.93035954
17.2829481,10.94280734
17.52380757,10.95528344
17.76494204,10.96778794
18.00635215,10.98032093
18.24803852,10.99288251
18.49000179,11.00547278
18.73224259,11.01809184
18.97476156,11.03073978
19.21755932,11.04341671
19.46063653,11.05612272
19.70399382,11.06885792
19.94763185,11.0816224
20.19155125,11.09441627
20.43575268,11.10723962
20.68023678,11.12009256
20.92500421,11.1329752
21.17005563,11.14588762
21.4153917,11.15882995
21.66101306,11.17180228
21.9069204,11.18480471
22.15311437,11.19783735
22.39959564,11.2109003
22.64636487,11.22399368
22.89342275,11.23711759
23.14076994,11.25027212
23.38840713,11.2634574
23.63633498,11.27667353
23.88455419,11.28992062
24.13306544,11.30319877
24.3818694,11.31650809
24.63096678,11.3298487
24.88035826,11.3432207
25.13004454,11.35662421
25.3800263,11.37005934
25.63030426,11.38352619
25.88087911,11.39702489
26.13175155,11.41055553
26.38292229,11.42411825
26.63439204,11.43771314
26.88616151,11.45134033
27.13823141,11.46499994
27.39060247,11.47869206
27.64327539,11.49241683
27.89625089,11.50617436
28.14952971,11.51996476
28.40311257,11.53378815
28.65700019,11.54764466
28.91119332,11.5615344
29.16569268,11.57545749
29.420499,11.58941404
29.67561304,11.60340419
29.93103553,11.61742805
